group,variable,value
Outlet Stores,Middle Eastern,0.026487639493409692
Outlet Stores,Pretzels,0.026487640847191598
Outlet Stores,Taiwanese,0.04362180541175171
Laotian,Karaoke,0.01424768033006679
Laotian,Seafood Markets,0.014185375543856462
Laotian,British,0.022171057057195444
Laotian,American (New),0.03786597025316335
Laotian,Peruvian,0.04696198582698663
Laotian,Internet Cafes,0.014247803239817803
Laotian,Food Stands,0.014436689009738306
Laotian,Vietnamese,0.014278113242577904
Laotian,Dance Clubs,0.014407347842884438
Laotian,Argentine,0.04220213627912755
Laotian,Asian Fusion,0.032945937750365736
Laotian,African,0.0145772799674405
Laotian,Sports Bars,0.014322788259709484
Laotian,Burgers,0.018383794343794595
Laotian,Halal,0.021847357207764546
Laotian,Donuts,0.04475885478972402
Laotian,Szechuan,0.01519062348355313
Laotian,Dive Bars,0.014393472510940376
Laotian,Turkish,0.05464506418118182
Laotian,Venues & Event Spaces,0.01811050255804309
Laotian,Gastropubs,0.02142896875743968
Laotian,Indian,0.014244746553049865
Laotian,Moroccan,0.04352313472074967
Laotian,Polish,0.05230480875691171
Laotian,Champagne Bars,0.09117862598041322
Laotian,Southern,0.020159644844615972
Laotian,Lounges,0.017776078400365342
Laotian,Wineries,0.014437429268562351
Laotian,Tea Rooms,0.014240216141733663
Laotian,Bagels,0.014258360270456788
Laotian,Beer, Wine & Spirits,0.021044670911233503
Laotian,Persian-Iranian,0.014260261655280104
Laotian,Latin American,0.014917602535208355
Laotian,Tours,0.10759184720413012
Laotian,Wine Bars,0.018796280348680038
Laotian,Shopping,0.0175939615143921
Laotian,Portuguese,0.24086691718723713
Laotian,Meat Shops,0.01810253756047414
Laotian,Mexican,0.01546385741896609
Laotian,Hotels & Travel,0.014228465483407981
Laotian,Performing Arts,0.014304860766047273
Laotian,Venezuelan,0.014374424340303123
Laotian,Steakhouses,0.018006420626551688
Laotian,Afghan,0.01438833155585491
Laotian,Modern European,0.015683085804265497
Laotian,Convenience Stores,0.014576373192848779
Laotian,Golf,0.014238002814596935
Laotian,Grocery,0.014498412677894241
Laotian,Event Planning & Services,0.020285786353824265
Laotian,Country Dance Halls,0.2414941112013224
Laotian,Fish & Chips,0.015560414035679407
Laotian,Distilleries,0.03782676113192751
Laotian,Fast Food,0.032961287121204656
Laotian,Shaved Ice,0.04646949897997778
Laotian,Ethnic Food,0.015076174707683262
Laotian,Bars,0.03220157595500234
Laotian,Public Services & Government,0.1110160281827831
Laotian,Brasseries,0.0157661616649664
Laotian,Hot Dogs,0.014307130038884936
Laotian,Cinema,0.014250286232478043
Laotian,Caterers,0.014222210158504271
Laotian,French,0.014243909160023558
Laotian,Caribbean,0.014519701097639719
Laotian,Arts & Entertainment,0.02479239616800083
Laotian,Arabian,0.019543964939793126
Laotian,Thai,0.9898540278025953
Laotian,Butcher,0.01841049860652876
Laotian,Himalayan-Nepalese,0.048675245542097824
Laotian,Brazilian,0.014304339979754605
Laotian,Gluten-Free,0.014286574384570299
Laotian,Jazz & Blues,0.015113329621861411
Laotian,Adult Entertainment,0.2413423461845192
Laotian,Tex-Mex,0.017907224255313728
Laotian,Fruits & Veggies,0.014221945763644316
Laotian,Music Venues,0.0160495697513052
Laotian,Korean,0.014230093525342189
Laotian,Amusement Parks,0.016372741457415015
Laotian,Automotive,0.014212178847838803
Laotian,Tapas-Small Plates,0.014321004199658519
Laotian,Scandinavian,0.059602964509453224
Laotian,Outlet Stores,0.07700362857789972
Laotian,Laotian,1.0
Laotian,Pizza,0.014412487067587186
Laotian,Buffets,0.019343774339642298
Laotian,Malaysian,0.0731575417082606
Laotian,Food Delivery Services,0.11520822158306492
Laotian,Desserts,0.014412487666677054
Laotian,Car Wash,0.014412487612957742
Laotian,Creperies,0.014412487845736895
Laotian,Basque,0.01441248736425997
Laotian,Health Markets,0.014412488219305034
Laotian,Pool Halls,0.014412487700621226
Laotian,Cultural Center,0.2416500761915905
Laotian,Specialty Food,0.017409920348834235
Laotian,Sushi Bars,0.014963548133490736
Laotian,Piano Bars,0.2416500773344437
Laotian,Arcades,0.01441248778850834
Laotian,Italian,0.014412486919631385
Laotian,Cheesesteaks,0.014412487913749836
Laotian,Chicken Wings,0.014993125216940142
Laotian,Bakeries,0.016194915276536378
Laotian,Hot Pot,0.03951420001045591
Laotian,Pubs,0.025180098247920304
Laotian,Shanghainese,0.04101879773010941
Laotian,Sandwiches,0.026926978923942364
Laotian,Irish,0.014412487763272343
Laotian,Juice Bars & Smoothies,0.014412487020169708
Laotian,Food Court,0.014412488318498635
Laotian,Barbeque,0.027375014901018947
Laotian,American (Traditional),0.0330714713007328
Laotian,Live-Raw Food,0.014412488775696515
Laotian,Kosher,0.023184795790105565
Laotian,Mongolian,0.047416518778216996
Laotian,Hookah Bars,0.014412487102440304
Laotian,Soup,0.017770073025395437
Laotian,Chocolatiers & Shops,0.2416500773344437
Laotian,Indonesian,0.2416500773344437
Laotian,Personal Shopping,0.01441248717990615
Laotian,Tapas Bars,0.0199780916873857
Laotian,Cambodian,0.24164959118230625
Laotian,Gelato,0.014412487717303883
Laotian,Drugstores,0.01441248724617775
Laotian,Hotels,0.01441248760371795
Laotian,Fondue,0.019805497692301697
Laotian,Japanese,0.014412487292238992
Laotian,Cheese Shops,0.014412488047476172
Laotian,Soul Food,0.014412486993460696
Laotian,Mediterranean,0.020004966181667107
Laotian,Pakistani,0.014412487150419062
Laotian,Casinos,0.014412487749931235
Laotian,Vegetarian,0.46128135313563495
Laotian,Breakfast & Brunch,0.028010011835352747
Laotian,Breweries,0.014412488021486265
Laotian,Hawaiian,0.015680117419468974
Laotian,Shopping Centers,0.014412487114199206
Laotian,Filipino,0.014412487975200446
Laotian,Salvadoran,0.014412487342555005
Laotian,Vegan,0.15444787781209432
Laotian,Active Life,0.017114464836884804
Laotian,Ukrainian,0.06096592481552026
Laotian,Landmarks & Historical Buildings,0.014412487132140949
Laotian,Do-It-Yourself Food,0.017845806721999327
Laotian,Coffee & Tea,0.015915898128743746
Laotian,Chinese,0.025075598138042953
Laotian,Swimming Pools,0.2416500773344437
Laotian,Cajun-Creole,0.01441248772491095
Laotian,Greek,0.014412487502985119
Laotian,Ramen,0.014412487909535412
Laotian,Bowling,0.014412487629448523
Laotian,Spanish,0.015846942452179956
Laotian,Cafes,0.021395412403343684
Laotian,Cuban,0.04305292010234997
Laotian,Seafood,0.02634569954234821
Laotian,Belgian,0.014412488023877497
Laotian,Salad,0.907684042236485
Laotian,Russian,0.014412486924444393
Laotian,Lebanese,0.014412487802508414
Laotian,German,0.014412486831487744
Laotian,Comfort Food,0.014412487686493681
Laotian,Cantonese,0.018715988773256795
Laotian,Bubble Tea,0.01913021428308066
Laotian,Singaporean,0.014412487647240152
Laotian,Cocktail Bars,0.015440368175184281
Laotian,Nightlife,0.03129503896209009
Laotian,Ice Cream & Frozen Yogurt,0.014412487175846254
Laotian,Bistros,0.014412487767528155
Laotian,Local Flavor,0.01441248780737058
Laotian,RV Parks,0.014412487092219576
Laotian,Canadian (New),0.05524734059704441
Laotian,Diners,0.015342185964023916
Laotian,Delis,0.014412486837122911
Laotian,Party & Event Planning,0.014412487772592443
Laotian,Festivals,0.014412488434647883
Laotian,Food,0.03215393722622663
Laotian,Street Vendors,0.014995076095161736
Laotian,Ethiopian,0.014412487397688101
Laotian,Food Trucks,0.01441248723709285
Laotian,Cafeteria,0.2416500773344437
Laotian,Dim Sum,0.01569807858738939
Laotian,Scottish,0.014412488291968171
Laotian,Middle Eastern,0.014412488143829961
Laotian,Pretzels,0.014412487769123614
Laotian,Taiwanese,0.02374066333587434
Pizza,Karaoke,0.0
Pizza,Seafood Markets,0.0
Pizza,British,0.3614460805905019
Pizza,American (New),0.5361548658718118
Pizza,Peruvian,0.013647601049294383
Pizza,Internet Cafes,0.0
Pizza,Food Stands,0.0
Pizza,Vietnamese,0.0
Pizza,Dance Clubs,0.0
Pizza,Argentine,0.011658238524653192
Pizza,Asian Fusion,0.49103606203321515
Pizza,African,0.0
Pizza,Sports Bars,0.0
Pizza,Burgers,0.0
Pizza,Halal,0.0
Pizza,Donuts,0.012762930330126078
Pizza,Szechuan,0.0
Pizza,Dive Bars,0.0
Pizza,Turkish,0.01702710636685087
Pizza,Venues & Event Spaces,0.3200232642757872
Pizza,Gastropubs,0.3437297775008789
Pizza,Indian,0.0
Pizza,Moroccan,0.012168786564117087
Pizza,Polish,0.016004431252286077
Pizza,Champagne Bars,0.03256785285525669
Pizza,Southern,0.0
Pizza,Lounges,0.0
Pizza,Wineries,0.0
Pizza,Tea Rooms,0.0
Pizza,Bagels,0.0
Pizza,Beer, Wine & Spirits,0.0
Pizza,Persian-Iranian,0.0
Pizza,Latin American,0.0
Pizza,Tours,0.039593243737900505
Pizza,Wine Bars,0.3997962863661178
Pizza,Shopping,0.0
Pizza,Portuguese,0.09999999259025004
Pizza,Meat Shops,0.0
Pizza,Mexican,0.0
Pizza,Hotels & Travel,0.0
Pizza,Performing Arts,0.0
Pizza,Venezuelan,0.0
Pizza,Steakhouses,0.28709088142773054
Pizza,Afghan,0.0
Pizza,Modern European,0.0
Pizza,Convenience Stores,0.0
Pizza,Golf,0.0
Pizza,Grocery,0.0
Pizza,Event Planning & Services,0.0
Pizza,Country Dance Halls,0.10000013246534603
Pizza,Fish & Chips,0.0
Pizza,Distilleries,0.009873710331483578
Pizza,Fast Food,0.0
Pizza,Shaved Ice,0.013560063043604315
Pizza,Ethnic Food,0.0
Pizza,Bars,0.7919766437080322
Pizza,Public Services & Government,0.041099240287475816
Pizza,Brasseries,0.0
Pizza,Hot Dogs,0.0
Pizza,Cinema,0.0
Pizza,Caterers,0.0
Pizza,French,0.0
Pizza,Caribbean,0.0
Pizza,Arts & Entertainment,0.0
Pizza,Arabian,0.0
Pizza,Thai,0.0
Pizza,Butcher,0.0
Pizza,Himalayan-Nepalese,0.014418368291217495
Pizza,Brazilian,0.9999999391937907
Pizza,Gluten-Free,1.0
Pizza,Jazz & Blues,0.0
Pizza,Adult Entertainment,0.09999999272758776
Pizza,Tex-Mex,0.0
Pizza,Fruits & Veggies,0.0
Pizza,Music Venues,0.13191071871272628
Pizza,Korean,0.0
Pizza,Amusement Parks,0.0
Pizza,Automotive,0.0
Pizza,Tapas-Small Plates,0.0
Pizza,Scandinavian,0.019084802645516857
Pizza,Outlet Stores,0.026487638054056226
Pizza,Laotian,0.014412485728813094
Pizza,Pizza,0.9999998784387962
Pizza,Buffets,0.0
Pizza,Malaysian,0.0
Pizza,Food Delivery Services,0.0
Pizza,Desserts,0.0
Pizza,Car Wash,0.0
Pizza,Creperies,0.0
Pizza,Basque,0.0
Pizza,Health Markets,0.0
Pizza,Pool Halls,0.0
Pizza,Cultural Center,0.09999999166259262
Pizza,Specialty Food,0.0
Pizza,Sushi Bars,0.0
Pizza,Piano Bars,0.0999999920263905
Pizza,Arcades,0.0
Pizza,Italian,0.9999999128472471
Pizza,Cheesesteaks,0.0
Pizza,Chicken Wings,0.0
Pizza,Bakeries,0.0
Pizza,Hot Pot,0.010482421677642968
Pizza,Pubs,0.7744610719095026
Pizza,Shanghainese,0.01112550569426033
Pizza,Sandwiches,0.5255567613475648
Pizza,Irish,0.9999999000264587
Pizza,Juice Bars & Smoothies,0.0
Pizza,Food Court,0.0
Pizza,Barbeque,0.0
Pizza,American (Traditional),0.0
Pizza,Live-Raw Food,0.0
Pizza,Kosher,0.0
Pizza,Mongolian,0.01379612380110762
Pizza,Hookah Bars,0.0
Pizza,Soup,0.0
Pizza,Chocolatiers & Shops,0.0999999920263905
Pizza,Indonesian,0.0999999920263905
Pizza,Personal Shopping,0.0
Pizza,Tapas Bars,0.0
Pizza,Cambodian,0.09999991368786265
Pizza,Gelato,0.0
Pizza,Drugstores,0.0
Pizza,Hotels,0.0
Pizza,Fondue,0.0
Pizza,Japanese,0.0
Pizza,Cheese Shops,0.0
Pizza,Soul Food,0.0
Pizza,Mediterranean,0.0
Pizza,Pakistani,0.0
Pizza,Casinos,0.0
Pizza,Vegetarian,0.0
Pizza,Breakfast & Brunch,0.0
Pizza,Breweries,0.0
Pizza,Hawaiian,0.0
Pizza,Shopping Centers,0.0
Pizza,Filipino,0.0
Pizza,Salvadoran,0.0
Pizza,Vegan,0.0
Pizza,Active Life,0.0
Pizza,Ukrainian,0.019493304935594674
Pizza,Landmarks & Historical Buildings,0.0
Pizza,Do-It-Yourself Food,0.0
Pizza,Coffee & Tea,0.0
Pizza,Chinese,0.3049122581147197
Pizza,Swimming Pools,0.0999999920263905
Pizza,Cajun-Creole,0.0
Pizza,Greek,0.0
Pizza,Ramen,0.0
Pizza,Bowling,0.0
Pizza,Spanish,0.0
Pizza,Cafes,0.0
Pizza,Cuban,0.011948363929663542
Pizza,Seafood,0.4297876663519599
Pizza,Belgian,0.0
Pizza,Salad,0.3762432090580545
Pizza,Russian,0.0
Pizza,Lebanese,0.0
Pizza,German,0.0
Pizza,Comfort Food,0.0
Pizza,Cantonese,0.0
Pizza,Bubble Tea,0.0
Pizza,Singaporean,0.0
Pizza,Cocktail Bars,0.0
Pizza,Nightlife,0.8234762006635796
Pizza,Ice Cream & Frozen Yogurt,0.0
Pizza,Bistros,0.0
Pizza,Local Flavor,0.0
Pizza,RV Parks,0.0
Pizza,Canadian (New),0.017087440024509324
Pizza,Diners,0.0
Pizza,Delis,0.0
Pizza,Party & Event Planning,0.9999999356585555
Pizza,Festivals,0.0
Pizza,Food,0.0
Pizza,Street Vendors,0.0
Pizza,Ethiopian,0.0
Pizza,Food Trucks,0.0
Pizza,Cafeteria,0.0999999920263905
Pizza,Dim Sum,0.0
Pizza,Scottish,0.0
Pizza,Middle Eastern,0.0
Pizza,Pretzels,0.0
Pizza,Taiwanese,0.0
Buffets,Karaoke,0.0
Buffets,Seafood Markets,0.0
Buffets,British,0.0
Buffets,American (New),0.2628876071088906
Buffets,Peruvian,0.019229974372833247
Buffets,Internet Cafes,0.0
Buffets,Food Stands,0.0
Buffets,Vietnamese,0.0
Buffets,Dance Clubs,0.0
Buffets,Argentine,0.01535053611819871
Buffets,Asian Fusion,0.0
Buffets,African,0.0
Buffets,Sports Bars,0.0
Buffets,Burgers,0.0097973508620842
Buffets,Halal,0.07824860312597537
Buffets,Donuts,0.017998431993927803
Buffets,Szechuan,0.0
Buffets,Dive Bars,0.0
Buffets,Turkish,0.02397678985047167
Buffets,Venues & Event Spaces,0.0
Buffets,Gastropubs,0.0
Buffets,Indian,0.0
Buffets,Moroccan,0.01516400228114788
Buffets,Polish,0.02029041788104769
Buffets,Champagne Bars,0.04572042398186919
Buffets,Southern,0.6410448824497561
Buffets,Lounges,0.04405132016069751
Buffets,Wineries,0.0
Buffets,Tea Rooms,0.0
Buffets,Bagels,0.0
Buffets,Beer, Wine & Spirits,0.0
Buffets,Persian-Iranian,0.0
Buffets,Latin American,0.0
Buffets,Tours,0.05374839326210452
Buffets,Wine Bars,0.0
Buffets,Shopping,0.0
Buffets,Portuguese,0.1385897552127042
Buffets,Meat Shops,0.0
Buffets,Mexican,0.0
Buffets,Hotels & Travel,0.0
Buffets,Performing Arts,0.0
Buffets,Venezuelan,0.0
Buffets,Steakhouses,0.12163371131513655
Buffets,Afghan,0.0
Buffets,Modern European,0.00994220944309204
Buffets,Convenience Stores,0.0
Buffets,Golf,0.0
Buffets,Grocery,0.0
Buffets,Event Planning & Services,0.05316063820805311
Buffets,Country Dance Halls,0.14163614291136917
Buffets,Fish & Chips,0.0912273199442918
Buffets,Distilleries,0.01252277906847526
Buffets,Fast Food,0.0
Buffets,Shaved Ice,0.01849223540913898
Buffets,Ethnic Food,0.0
Buffets,Bars,0.025974154408166875
Buffets,Public Services & Government,0.05768786059720656
Buffets,Brasseries,0.01262554752693279
Buffets,Hot Dogs,0.0
Buffets,Cinema,0.0
Buffets,Caterers,0.0
Buffets,French,0.0
Buffets,Caribbean,0.0
Buffets,Arts & Entertainment,0.0
Buffets,Arabian,0.0
Buffets,Thai,0.0
Buffets,Butcher,0.0
Buffets,Himalayan-Nepalese,0.2764248945211462
Buffets,Brazilian,0.0
Buffets,Gluten-Free,0.0
Buffets,Jazz & Blues,0.06266170783638134
Buffets,Adult Entertainment,0.13958834703425768
Buffets,Tex-Mex,0.0
Buffets,Fruits & Veggies,0.0
Buffets,Music Venues,0.0
Buffets,Korean,0.0
Buffets,Amusement Parks,0.0
Buffets,Automotive,0.0
Buffets,Tapas-Small Plates,0.0
Buffets,Scandinavian,0.024213902828354977
Buffets,Outlet Stores,0.03674814510363079
Buffets,Laotian,0.020072710545901953
Buffets,Pizza,0.0
Buffets,Buffets,0.9669367501660786
Buffets,Malaysian,0.04179140970626547
Buffets,Food Delivery Services,0.0
Buffets,Desserts,0.0
Buffets,Car Wash,0.0
Buffets,Creperies,0.0
Buffets,Basque,0.0
Buffets,Health Markets,0.0
Buffets,Pool Halls,0.0
Buffets,Cultural Center,0.1377814553578355
Buffets,Specialty Food,0.0
Buffets,Sushi Bars,0.0033705581293612063
Buffets,Piano Bars,0.13778145600945535
Buffets,Arcades,0.0
Buffets,Italian,0.0
Buffets,Cheesesteaks,0.0
Buffets,Chicken Wings,0.0
Buffets,Bakeries,0.0
Buffets,Hot Pot,0.014443566388438316
Buffets,Pubs,0.0
Buffets,Shanghainese,0.015488116065397475
Buffets,Sandwiches,0.0
Buffets,Irish,0.0
Buffets,Juice Bars & Smoothies,0.0
Buffets,Food Court,0.0
Buffets,Barbeque,0.5214942205720942
Buffets,American (Traditional),0.039743067794566926
Buffets,Live-Raw Food,0.0
Buffets,Kosher,0.0
Buffets,Mongolian,0.01900847755923196
Buffets,Hookah Bars,0.0
Buffets,Soup,0.0
Buffets,Chocolatiers & Shops,0.13778145600945535
Buffets,Indonesian,0.13778145600945535
Buffets,Personal Shopping,0.0
Buffets,Tapas Bars,0.11297103032530532
Buffets,Cambodian,0.13776410138281994
Buffets,Gelato,0.0
Buffets,Drugstores,0.0
Buffets,Hotels,0.0
Buffets,Fondue,0.0
Buffets,Japanese,0.13687504438606998
Buffets,Cheese Shops,1.0
Buffets,Soul Food,0.9999999987511433
Buffets,Mediterranean,0.0
Buffets,Pakistani,0.0
Buffets,Casinos,0.0
Buffets,Vegetarian,0.0
Buffets,Breakfast & Brunch,0.09916657589647938
Buffets,Breweries,0.0
Buffets,Hawaiian,0.0
Buffets,Shopping Centers,0.0
Buffets,Filipino,0.0
Buffets,Salvadoran,0.0
Buffets,Vegan,0.0
Buffets,Active Life,0.0
Buffets,Ukrainian,0.02685099593229945
Buffets,Landmarks & Historical Buildings,0.0
Buffets,Do-It-Yourself Food,0.0
Buffets,Coffee & Tea,0.0
Buffets,Chinese,0.011782088684381792
Buffets,Swimming Pools,0.13778145600945535
Buffets,Cajun-Creole,0.0
Buffets,Greek,0.0
Buffets,Ramen,0.13687503826557973
Buffets,Bowling,0.0
Buffets,Spanish,0.014557359927047684
Buffets,Cafes,0.0
Buffets,Cuban,0.016474644964703314
Buffets,Seafood,0.07404019558722853
Buffets,Belgian,0.0
Buffets,Salad,0.0
Buffets,Russian,0.0
Buffets,Lebanese,0.0
Buffets,German,0.0
Buffets,Comfort Food,0.0
Buffets,Cantonese,0.0
Buffets,Bubble Tea,0.0
Buffets,Singaporean,0.0
Buffets,Cocktail Bars,0.016742116724932653
Buffets,Nightlife,0.03121296468020759
Buffets,Ice Cream & Frozen Yogurt,0.0
Buffets,Bistros,0.0
Buffets,Local Flavor,0.0
Buffets,RV Parks,0.0
Buffets,Canadian (New),0.9918975712732659
Buffets,Diners,0.0
Buffets,Delis,0.0
Buffets,Party & Event Planning,0.0
Buffets,Festivals,0.0
Buffets,Food,0.0
Buffets,Street Vendors,0.0
Buffets,Ethiopian,0.0
Buffets,Food Trucks,0.0
Buffets,Cafeteria,0.13778145600945535
Buffets,Dim Sum,0.01481211072438844
Buffets,Scottish,0.0
Buffets,Middle Eastern,0.0
Buffets,Pretzels,0.0
Buffets,Taiwanese,0.04286956897002343
Malaysian,Karaoke,0.0
Malaysian,Seafood Markets,0.0
Malaysian,British,0.0
Malaysian,American (New),0.15858277861773776
Malaysian,Peruvian,0.017180740437645146
Malaysian,Internet Cafes,0.0
Malaysian,Food Stands,0.0
Malaysian,Vietnamese,0.0
Malaysian,Dance Clubs,0.0
Malaysian,Argentine,0.014680694622284524
Malaysian,Asian Fusion,0.21377333371484064
Malaysian,African,0.0
Malaysian,Sports Bars,0.0
Malaysian,Burgers,0.030579582083209086
Malaysian,Halal,0.0
Malaysian,Donuts,0.01607159605770279
Malaysian,Szechuan,0.0
Malaysian,Dive Bars,0.0
Malaysian,Turkish,0.0214122791353673
Malaysian,Venues & Event Spaces,0.0
Malaysian,Gastropubs,0.0
Malaysian,Indian,0.0
Malaysian,Moroccan,0.01533484093791806
Malaysian,Polish,0.020131050603409757
Malaysian,Champagne Bars,0.04103984926936446
Malaysian,Southern,0.0
Malaysian,Lounges,0.08996490633095836
Malaysian,Wineries,0.0
Malaysian,Tea Rooms,0.0
Malaysian,Bagels,0.0
Malaysian,Beer, Wine & Spirits,0.0
Malaysian,Persian-Iranian,0.0
Malaysian,Latin American,0.0
Malaysian,Tours,0.04985148753381803
Malaysian,Wine Bars,0.0
Malaysian,Shopping,0.0
Malaysian,Portuguese,0.12586643419447868
Malaysian,Meat Shops,0.0
Malaysian,Mexican,0.0
Malaysian,Hotels & Travel,0.0
Malaysian,Performing Arts,0.0
Malaysian,Venezuelan,0.0
Malaysian,Steakhouses,0.29631180699509496
Malaysian,Afghan,0.0
Malaysian,Modern European,0.03084265477978529
Malaysian,Convenience Stores,0.0
Malaysian,Golf,0.0
Malaysian,Grocery,0.0
Malaysian,Event Planning & Services,0.0
Malaysian,Country Dance Halls,0.1258403984103619
Malaysian,Fish & Chips,0.0
Malaysian,Distilleries,0.012426638951665453
Malaysian,Fast Food,0.0
Malaysian,Shaved Ice,0.017064077458097238
Malaysian,Ethnic Food,0.9489841862248044
Malaysian,Bars,0.07166678199714713
Malaysian,Public Services & Government,0.051696316236329615
Malaysian,Brasseries,0.027862978770473355
Malaysian,Hot Dogs,0.0
Malaysian,Cinema,0.0
Malaysian,Caterers,0.0
Malaysian,French,0.3081698126061374
Malaysian,Caribbean,0.0
Malaysian,Arts & Entertainment,0.0
Malaysian,Arabian,0.0
Malaysian,Thai,0.0
Malaysian,Butcher,0.0
Malaysian,Himalayan-Nepalese,0.01816075302393114
Malaysian,Brazilian,0.0
Malaysian,Gluten-Free,0.0
Malaysian,Jazz & Blues,0.0
Malaysian,Adult Entertainment,0.12588289241277678
Malaysian,Tex-Mex,0.0
Malaysian,Fruits & Veggies,0.0
Malaysian,Music Venues,0.0
Malaysian,Korean,0.0
Malaysian,Amusement Parks,0.0
Malaysian,Automotive,0.0
Malaysian,Tapas-Small Plates,0.30647198904510187
Malaysian,Scandinavian,0.024039847319296308
Malaysian,Outlet Stores,0.03334567339751355
Malaysian,Laotian,0.07315766277253083
Malaysian,Pizza,0.0
Malaysian,Buffets,0.04027383021471839
Malaysian,Malaysian,1.0
Malaysian,Food Delivery Services,0.0
Malaysian,Desserts,0.0
Malaysian,Car Wash,0.0
Malaysian,Creperies,0.0
Malaysian,Basque,0.0
Malaysian,Health Markets,0.0
Malaysian,Pool Halls,0.0
Malaysian,Cultural Center,0.12576144485070712
Malaysian,Specialty Food,0.9349409329090728
Malaysian,Sushi Bars,0.012020109121343782
Malaysian,Piano Bars,0.12576144695528754
Malaysian,Arcades,0.0
Malaysian,Italian,0.0
Malaysian,Cheesesteaks,0.0
Malaysian,Chicken Wings,0.0
Malaysian,Bakeries,0.0
Malaysian,Hot Pot,0.013182888131402483
Malaysian,Pubs,0.0
Malaysian,Shanghainese,0.014061698787744936
Malaysian,Sandwiches,0.0
Malaysian,Irish,0.0
Malaysian,Juice Bars & Smoothies,0.0
Malaysian,Food Court,0.0
Malaysian,Barbeque,0.0
Malaysian,American (Traditional),0.08835137428939804
Malaysian,Live-Raw Food,0.0
Malaysian,Kosher,0.0
Malaysian,Mongolian,0.01735185289062222
Malaysian,Hookah Bars,0.0
Malaysian,Soup,0.0
Malaysian,Chocolatiers & Shops,0.12576144695528754
Malaysian,Indonesian,0.12576144695528754
Malaysian,Personal Shopping,0.0
Malaysian,Tapas Bars,0.24728243998591656
Malaysian,Cambodian,0.12576139017303492
Malaysian,Gelato,0.9522313104012792
Malaysian,Drugstores,0.0
Malaysian,Hotels,0.0
Malaysian,Fondue,0.0
Malaysian,Japanese,0.305383203411469
Malaysian,Cheese Shops,0.0
Malaysian,Soul Food,0.0
Malaysian,Mediterranean,0.0
Malaysian,Pakistani,0.0
Malaysian,Casinos,0.0
Malaysian,Vegetarian,0.0
Malaysian,Breakfast & Brunch,0.20986861606872467
Malaysian,Breweries,0.0
Malaysian,Hawaiian,0.08811669473892049
Malaysian,Shopping Centers,0.0
Malaysian,Filipino,0.0
Malaysian,Salvadoran,0.0
Malaysian,Vegan,0.0
Malaysian,Active Life,0.0
Malaysian,Ukrainian,0.02451427715594192
Malaysian,Landmarks & Historical Buildings,0.0
Malaysian,Do-It-Yourself Food,0.0
Malaysian,Coffee & Tea,0.0
Malaysian,Chinese,0.033011783647696025
Malaysian,Swimming Pools,0.12576144695528754
Malaysian,Cajun-Creole,0.0
Malaysian,Greek,0.0
Malaysian,Ramen,0.3053832037393125
Malaysian,Bowling,0.0
Malaysian,Spanish,0.032285749595269975
Malaysian,Cafes,0.0
Malaysian,Cuban,0.015028444712964238
Malaysian,Seafood,0.16276485999901022
Malaysian,Belgian,0.0
Malaysian,Salad,0.0
Malaysian,Russian,0.0
Malaysian,Lebanese,0.0
Malaysian,German,0.0
Malaysian,Comfort Food,0.0
Malaysian,Cantonese,0.0
Malaysian,Bubble Tea,0.0
Malaysian,Singaporean,0.9522313175661803
Malaysian,Cocktail Bars,0.0
Malaysian,Nightlife,0.06865420326580676
Malaysian,Ice Cream & Frozen Yogurt,0.0
Malaysian,Bistros,0.0
Malaysian,Local Flavor,0.0
Malaysian,RV Parks,0.0
Malaysian,Canadian (New),0.021490292765421967
Malaysian,Diners,0.0
Malaysian,Delis,0.0
Malaysian,Party & Event Planning,0.0
Malaysian,Festivals,0.0
Malaysian,Food,0.20716494664818133
Malaysian,Street Vendors,0.0
Malaysian,Ethiopian,0.0
Malaysian,Food Trucks,0.0
Malaysian,Cafeteria,0.12576144695528754
Malaysian,Dim Sum,0.030687818306688652
Malaysian,Scottish,0.0
Malaysian,Middle Eastern,0.0
Malaysian,Pretzels,0.0
Malaysian,Taiwanese,0.09736064528056707
Food Delivery Services,Karaoke,0.0
Food Delivery Services,Seafood Markets,0.0
Food Delivery Services,British,0.0
Food Delivery Services,American (New),0.0
Food Delivery Services,Peruvian,0.015382494021778057
Food Delivery Services,Internet Cafes,0.0
Food Delivery Services,Food Stands,0.0
Food Delivery Services,Vietnamese,0.0
Food Delivery Services,Dance Clubs,0.0
Food Delivery Services,Argentine,0.013250025255146495
Food Delivery Services,Asian Fusion,0.0
Food Delivery Services,African,0.0
Food Delivery Services,Sports Bars,0.0
Food Delivery Services,Burgers,0.0
Food Delivery Services,Halal,0.0
Food Delivery Services,Donuts,0.014271815138557051
Food Delivery Services,Szechuan,0.0
Food Delivery Services,Dive Bars,0.0
Food Delivery Services,Turkish,0.019183384920190758
Food Delivery Services,Venues & Event Spaces,0.0
Food Delivery Services,Gastropubs,0.0
Food Delivery Services,Indian,0.0
Food Delivery Services,Moroccan,0.013623550990150356
Food Delivery Services,Polish,0.01796065653369705
Food Delivery Services,Champagne Bars,0.0370178027647951
Food Delivery Services,Southern,0.0
Food Delivery Services,Lounges,0.0
Food Delivery Services,Wineries,0.0
Food Delivery Services,Tea Rooms,0.0
Food Delivery Services,Bagels,0.0
